0.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000021e-02,-0.000000000000000000e+00
2.000000000000000042e-02,-0.000000000000000000e+00
2.999999999999999889e-02,-0.000000000000000000e+00
4.000000000000000083e-02,-0.000000000000000000e+00
5.000000000000000278e-02,-0.000000000000000000e+00
5.999999999999999778e-02,-0.000000000000000000e+00
7.000000000000000666e-02,-0.000000000000000000e+00
8.000000000000000167e-02,-0.000000000000000000e+00
8.999999999999999667e-02,-0.000000000000000000e+00
1.000000000000000056e-01,-0.000000000000000000e+00
1.100000000000000006e-01,-0.000000000000000000e+00
1.199999999999999956e-01,-0.000000000000000000e+00
1.300000000000000044e-01,-0.000000000000000000e+00
1.400000000000000133e-01,-0.000000000000000000e+00
1.499999999999999944e-01,-0.000000000000000000e+00
1.600000000000000033e-01,-0.000000000000000000e+00
1.700000000000000122e-01,-0.000000000000000000e+00
1.799999999999999933e-01,-0.000000000000000000e+00
1.900000000000000022e-01,-0.000000000000000000e+00
2.000000000000000111e-01,-0.000000000000000000e+00
2.099999999999999922e-01,-0.000000000000000000e+00
2.200000000000000011e-01,-0.000000000000000000e+00
2.300000000000000100e-01,-0.000000000000000000e+00
2.399999999999999911e-01,-0.000000000000000000e+00
2.500000000000000000e-01,-0.000000000000000000e+00
2.600000000000000089e-01,-0.000000000000000000e+00
2.700000000000000178e-01,-0.000000000000000000e+00
2.800000000000000266e-01,-0.000000000000000000e+00
2.899999999999999800e-01,-0.000000000000000000e+00
2.999999999999999889e-01,-0.000000000000000000e+00
3.099999999999999978e-01,-0.000000000000000000e+00
3.200000000000000067e-01,-0.000000000000000000e+00
3.300000000000000155e-01,-0.000000000000000000e+00
3.400000000000000244e-01,-0.000000000000000000e+00
3.500000000000000333e-01,-0.000000000000000000e+00
3.599999999999999867e-01,-0.000000000000000000e+00
3.699999999999999956e-01,-0.000000000000000000e+00
3.800000000000000044e-01,-0.000000000000000000e+00
3.900000000000000133e-01,-0.000000000000000000e+00
4.000000000000000222e-01,-0.000000000000000000e+00
4.100000000000000311e-01,-0.000000000000000000e+00
4.199999999999999845e-01,-0.000000000000000000e+00
4.299999999999999933e-01,-0.000000000000000000e+00
4.400000000000000022e-01,-0.000000000000000000e+00
4.500000000000000111e-01,-0.000000000000000000e+00
4.600000000000000200e-01,-0.000000000000000000e+00
4.700000000000000289e-01,-0.000000000000000000e+00
4.799999999999999822e-01,-0.000000000000000000e+00
4.899999999999999911e-01,-0.000000000000000000e+00
5.000000000000000000e-01,-0.000000000000000000e+00
5.100000000000000089e-01,-0.000000000000000000e+00
5.200000000000000178e-01,-0.000000000000000000e+00
5.300000000000000266e-01,-0.000000000000000000e+00
5.400000000000000355e-01,-0.000000000000000000e+00
5.500000000000000444e-01,-0.000000000000000000e+00
5.600000000000000533e-01,-0.000000000000000000e+00
5.700000000000000622e-01,-0.000000000000000000e+00
5.799999999999999600e-01,-0.000000000000000000e+00
5.899999999999999689e-01,-0.000000000000000000e+00
5.999999999999999778e-01,-0.000000000000000000e+00
6.099999999999999867e-01,-0.000000000000000000e+00
6.199999999999999956e-01,-0.000000000000000000e+00
6.300000000000000044e-01,-0.000000000000000000e+00
6.400000000000000133e-01,-0.000000000000000000e+00
6.500000000000000222e-01,-0.000000000000000000e+00
6.600000000000000311e-01,-0.000000000000000000e+00
6.700000000000000400e-01,-0.000000000000000000e+00
6.800000000000000488e-01,-0.000000000000000000e+00
6.900000000000000577e-01,-0.000000000000000000e+00
7.000000000000000666e-01,-0.000000000000000000e+00
7.099999999999999645e-01,-0.000000000000000000e+00
7.199999999999999734e-01,-0.000000000000000000e+00
7.299999999999999822e-01,-0.000000000000000000e+00
7.399999999999999911e-01,-0.000000000000000000e+00
7.500000000000000000e-01,-0.000000000000000000e+00
7.600000000000000089e-01,-0.000000000000000000e+00
7.700000000000000178e-01,-0.000000000000000000e+00
7.800000000000000266e-01,-0.000000000000000000e+00
7.900000000000000355e-01,-2.361027181469044223e-01
8.000000000000000444e-01,-2.359510708904010157e-01
8.100000000000000533e-01,-2.261547749947123431e-01
8.200000000000000622e-01,-2.091866527549698096e-01
8.300000000000000711e-01,-1.965810357395018915e-01
8.399999999999999689e-01,-1.920277276182604242e-01
8.499999999999999778e-01,-1.825243960250820252e-01
8.599999999999999867e-01,-1.811994811748524337e-01
8.699999999999999956e-01,-1.766837436421913321e-01
8.800000000000000044e-01,-1.795308151743508773e-01
8.900000000000000133e-01,-1.812776847855188667e-01
9.000000000000000222e-01,-1.813560638538536662e-01
9.100000000000000311e-01,-1.781445414678688444e-01
9.200000000000000400e-01,-1.746552780251867387e-01
9.300000000000000488e-01,-1.707275735308061704e-01
9.400000000000000577e-01,-1.654584177214281082e-01
9.500000000000000666e-01,-1.569729324775236690e-01
9.599999999999999645e-01,-1.487953085374025541e-01
9.699999999999999734e-01,-1.408723088255949552e-01
9.799999999999999822e-01,-1.328937511308804498e-01
9.899999999999999911e-01,-1.247759081985370527e-01
1.000000000000000000e+00,-1.162994913442361999e-01
1.010000000000000009e+00,-1.075614713669722083e-01
1.020000000000000018e+00,-1.022191887004173655e-01
1.030000000000000027e+00,-9.703443652241272588e-02
1.040000000000000036e+00,-9.037206016757232119e-02
1.050000000000000044e+00,-8.397972529009870013e-02
1.060000000000000053e+00,-7.896447221651317627e-02
1.070000000000000062e+00,-7.709429216892937919e-02
1.080000000000000071e+00,-8.114237422494280372e-02
1.090000000000000080e+00,-8.586246585447764035e-02
1.100000000000000089e+00,-9.119192108005451380e-02
1.110000000000000098e+00,-9.240696887054410114e-02
1.120000000000000107e+00,-9.145563179216133209e-02
1.130000000000000115e+00,-8.941391020608152607e-02
1.140000000000000124e+00,-8.333300875842972189e-02
1.150000000000000133e+00,-7.948569745346351079e-02
1.159999999999999920e+00,-7.654949412318148849e-02
1.169999999999999929e+00,-7.414947848447364653e-02
1.179999999999999938e+00,-7.270367337107830341e-02
1.189999999999999947e+00,-7.099353485988232904e-02
